,video_frame,left,width,top,height,label,video,frame,x,y,top_deepsort,deepsort_cluster,label_deepsort,label_count_deepsort,track_confidence
10,57783_003374_Sideline_19,694,14,456,16,H78,57783_003374_Sideline,19,701.0,464.0,456.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_19,705,14,399,16,H62,57783_003374_Sideline,19,712.0,407.0,399.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_19,707,12,295,17,H56,57783_003374_Sideline,19,713.0,303.0,294.0,11.0,H74,9.0,0.36
13,57783_003374_Sideline_19,708,14,428,16,H74,57783_003374_Sideline,19,715.0,436.0,428.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_19,714,14,482,18,H73,57783_003374_Sideline,19,721.0,491.0,482.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_19,717,15,344,17,H81,57783_003374_Sideline,19,725.0,352.0,344.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_19,734,14,316,14,H12,57783_003374_Sideline,19,741.0,323.0,316.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_19,735,15,369,15,V24,57783_003374_Sideline,19,743.0,377.0,369.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_19,759,11,58,16,H72,57783_003374_Sideline,19,765.0,66.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_19,807,13,182,16,H14,57783_003374_Sideline,19,813.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_19,834,14,54,14,H15,57783_003374_Sideline,19,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_19,972,14,385,14,H25,57783_003374_Sideline,19,979.0,392.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_20,172,12,260,14,V25,57783_003374_Sideline,20,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_20,499,15,356,16,V55,57783_003374_Sideline,20,507.0,364.0,356.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_20,500,15,411,15,V38,57783_003374_Sideline,20,508.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_20,527,16,496,16,V54,57783_003374_Sideline,20,535.0,504.0,496.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_20,542,14,300,17,V31,57783_003374_Sideline,20,549.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_20,643,13,187,15,V57,57783_003374_Sideline,20,649.0,195.0,471.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_20,644,13,471,16,V98,57783_003374_Sideline,20,650.0,479.0,471.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_20,665,13,416,16,V96,57783_003374_Sideline,20,671.0,424.0,416.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_20,688,12,358,14,V99,57783_003374_Sideline,20,694.0,365.0,358.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_20,692,14,368,15,V90,57783_003374_Sideline,20,699.0,376.0,368.0,13.0,H62,13.0,0.3333333333333333
10,57783_003374_Sideline_20,694,14,456,15,H78,57783_003374_Sideline,20,701.0,464.0,456.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_20,705,14,399,14,H62,57783_003374_Sideline,20,712.0,406.0,399.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_20,707,13,295,16,H56,57783_003374_Sideline,20,713.0,303.0,294.0,11.0,H74,9.0,0.36
13,57783_003374_Sideline_20,708,14,427,16,H74,57783_003374_Sideline,20,715.0,435.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_20,714,14,482,18,H73,57783_003374_Sideline,20,721.0,491.0,482.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_20,717,14,344,16,H81,57783_003374_Sideline,20,724.0,352.0,343.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_20,734,14,315,15,V24,57783_003374_Sideline,20,741.0,323.0,315.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_20,735,14,367,15,H12,57783_003374_Sideline,20,742.0,375.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_20,759,11,59,15,H72,57783_003374_Sideline,20,765.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_20,807,13,182,15,H14,57783_003374_Sideline,20,813.0,190.0,182.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_20,834,14,54,14,H15,57783_003374_Sideline,20,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_20,972,14,384,15,H25,57783_003374_Sideline,20,979.0,392.0,384.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_21,172,12,260,14,V25,57783_003374_Sideline,21,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_21,499,15,357,15,V55,57783_003374_Sideline,21,507.0,365.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_21,500,15,411,15,V38,57783_003374_Sideline,21,508.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_21,528,16,496,15,V54,57783_003374_Sideline,21,536.0,504.0,496.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_21,542,14,300,17,V31,57783_003374_Sideline,21,549.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_21,643,13,187,15,V57,57783_003374_Sideline,21,649.0,195.0,469.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_21,644,14,469,16,V98,57783_003374_Sideline,21,651.0,477.0,469.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_21,666,12,414,16,V96,57783_003374_Sideline,21,672.0,422.0,414.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_21,689,13,356,14,V99,57783_003374_Sideline,21,695.0,363.0,356.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_21,692,14,367,15,V90,57783_003374_Sideline,21,699.0,375.0,367.0,13.0,H62,13.0,0.3333333333333333
10,57783_003374_Sideline_21,694,14,454,16,H78,57783_003374_Sideline,21,701.0,462.0,454.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_21,704,14,399,14,H62,57783_003374_Sideline,21,711.0,406.0,398.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_21,708,12,294,16,H56,57783_003374_Sideline,21,714.0,302.0,426.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_21,708,14,426,16,H74,57783_003374_Sideline,21,715.0,434.0,426.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_21,715,14,483,17,H73,57783_003374_Sideline,21,722.0,491.0,482.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_21,717,14,343,16,H81,57783_003374_Sideline,21,724.0,351.0,343.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_21,734,14,314,15,V24,57783_003374_Sideline,21,741.0,322.0,314.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_21,736,13,366,15,H12,57783_003374_Sideline,21,742.0,374.0,367.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_21,758,12,58,15,H72,57783_003374_Sideline,21,764.0,66.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_21,807,13,181,16,H14,57783_003374_Sideline,21,813.0,189.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_21,834,14,54,14,H15,57783_003374_Sideline,21,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_21,972,14,384,15,H25,57783_003374_Sideline,21,979.0,392.0,384.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_22,172,12,260,14,V25,57783_003374_Sideline,22,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_22,499,15,356,16,V55,57783_003374_Sideline,22,507.0,364.0,356.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_22,500,15,411,15,V38,57783_003374_Sideline,22,508.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_22,528,16,496,16,V54,57783_003374_Sideline,22,536.0,504.0,496.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_22,542,14,300,16,V31,57783_003374_Sideline,22,549.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_22,643,13,187,15,V57,57783_003374_Sideline,22,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_22,644,14,468,16,V98,57783_003374_Sideline,22,651.0,476.0,468.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_22,666,14,414,16,V96,57783_003374_Sideline,22,673.0,422.0,414.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_22,690,14,355,13,V99,57783_003374_Sideline,22,697.0,361.0,355.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_22,693,14,366,14,V90,57783_003374_Sideline,22,700.0,373.0,454.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_22,694,14,454,16,H78,57783_003374_Sideline,22,701.0,462.0,454.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_22,703,14,398,16,H62,57783_003374_Sideline,22,710.0,406.0,398.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_22,708,14,425,16,H74,57783_003374_Sideline,22,715.0,433.0,425.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_22,709,12,293,16,H56,57783_003374_Sideline,22,715.0,301.0,425.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_22,715,13,482,16,H73,57783_003374_Sideline,22,721.0,490.0,482.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_22,716,14,342,16,H81,57783_003374_Sideline,22,723.0,350.0,342.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_22,734,14,314,14,V24,57783_003374_Sideline,22,741.0,321.0,314.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_22,736,13,367,15,H12,57783_003374_Sideline,22,742.0,375.0,367.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_22,758,11,58,14,H72,57783_003374_Sideline,22,764.0,65.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_22,806,14,182,16,H14,57783_003374_Sideline,22,813.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_22,834,14,54,14,H15,57783_003374_Sideline,22,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_22,972,14,384,15,H25,57783_003374_Sideline,22,979.0,392.0,384.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_23,172,12,260,14,V25,57783_003374_Sideline,23,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_23,499,15,356,16,V55,57783_003374_Sideline,23,507.0,364.0,356.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_23,500,16,411,15,V38,57783_003374_Sideline,23,508.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_23,528,16,496,16,V54,57783_003374_Sideline,23,536.0,504.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_23,542,14,300,17,V31,57783_003374_Sideline,23,549.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_23,643,13,187,15,V57,57783_003374_Sideline,23,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_23,646,14,467,16,V98,57783_003374_Sideline,23,653.0,475.0,467.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_23,668,13,413,15,V96,57783_003374_Sideline,23,674.0,421.0,413.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_23,691,14,354,13,V99,57783_003374_Sideline,23,698.0,360.0,353.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_23,694,12,364,15,V90,57783_003374_Sideline,23,700.0,372.0,453.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_23,694,14,453,16,H78,57783_003374_Sideline,23,701.0,461.0,453.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_23,704,14,398,14,H62,57783_003374_Sideline,23,711.0,405.0,397.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_23,708,14,424,16,H56,57783_003374_Sideline,23,715.0,432.0,424.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_23,710,12,292,18,H74,57783_003374_Sideline,23,716.0,301.0,292.0,11.0,H74,9.0,0.36
14,57783_003374_Sideline_23,714,14,482,16,H73,57783_003374_Sideline,23,721.0,490.0,481.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_23,716,14,342,16,H81,57783_003374_Sideline,23,723.0,350.0,342.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_23,734,14,313,15,V24,57783_003374_Sideline,23,741.0,321.0,313.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_23,736,13,367,15,H12,57783_003374_Sideline,23,742.0,375.0,367.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_23,758,10,58,14,H72,57783_003374_Sideline,23,763.0,65.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_23,806,14,182,16,H14,57783_003374_Sideline,23,813.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_23,834,14,53,15,H15,57783_003374_Sideline,23,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_23,972,14,383,15,H25,57783_003374_Sideline,23,979.0,391.0,383.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_24,172,12,260,14,V25,57783_003374_Sideline,24,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_24,500,14,356,16,V55,57783_003374_Sideline,24,507.0,364.0,411.0,20.0,V38,44.0,0.7719298245614035
2,57783_003374_Sideline_24,500,16,411,15,V38,57783_003374_Sideline,24,508.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_24,528,16,496,16,V54,57783_003374_Sideline,24,536.0,504.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_24,542,15,300,16,V31,57783_003374_Sideline,24,550.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_24,643,13,187,15,V57,57783_003374_Sideline,24,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_24,646,15,466,16,V98,57783_003374_Sideline,24,654.0,474.0,466.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_24,668,14,412,16,V96,57783_003374_Sideline,24,675.0,420.0,412.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_24,692,14,354,12,V99,57783_003374_Sideline,24,699.0,360.0,353.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_24,694,12,364,14,V90,57783_003374_Sideline,24,700.0,371.0,452.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_24,694,14,452,16,H78,57783_003374_Sideline,24,701.0,460.0,452.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_24,703,14,398,14,H62,57783_003374_Sideline,24,710.0,405.0,397.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_24,710,12,291,17,H56,57783_003374_Sideline,24,716.0,299.0,422.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_24,710,14,422,16,H74,57783_003374_Sideline,24,717.0,430.0,422.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_24,715,14,481,17,H73,57783_003374_Sideline,24,722.0,489.0,341.0,7.0,H56,17.0,0.3617021276595745
15,57783_003374_Sideline_24,716,14,342,16,H81,57783_003374_Sideline,24,723.0,350.0,341.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_24,734,14,313,14,V24,57783_003374_Sideline,24,741.0,320.0,313.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_24,736,14,368,15,H12,57783_003374_Sideline,24,743.0,376.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_24,758,10,58,15,H72,57783_003374_Sideline,24,763.0,66.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_24,806,13,183,15,H14,57783_003374_Sideline,24,812.0,191.0,182.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_24,834,14,54,14,H15,57783_003374_Sideline,24,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_24,972,14,383,15,H25,57783_003374_Sideline,24,979.0,391.0,383.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_25,172,12,260,14,V25,57783_003374_Sideline,25,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_25,500,14,356,16,V55,57783_003374_Sideline,25,507.0,364.0,355.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_25,501,15,411,15,V38,57783_003374_Sideline,25,509.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_25,530,14,496,16,V54,57783_003374_Sideline,25,537.0,504.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_25,542,15,300,16,V31,57783_003374_Sideline,25,550.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_25,643,13,187,15,V57,57783_003374_Sideline,25,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_25,648,14,464,15,V98,57783_003374_Sideline,25,655.0,472.0,464.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_25,668,14,411,16,V96,57783_003374_Sideline,25,675.0,419.0,411.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_25,693,15,451,16,V90,57783_003374_Sideline,25,701.0,459.0,451.0,22.0,H78,17.0,0.288135593220339
9,57783_003374_Sideline_25,694,14,352,12,H78,57783_003374_Sideline,25,701.0,358.0,352.0,14.0,V99,23.0,0.8518518518518519
10,57783_003374_Sideline_25,694,13,364,13,V99,57783_003374_Sideline,25,700.0,370.0,352.0,14.0,V99,23.0,0.8518518518518519
11,57783_003374_Sideline_25,704,14,398,14,H62,57783_003374_Sideline,25,711.0,405.0,397.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_25,710,14,290,18,H56,57783_003374_Sideline,25,717.0,299.0,290.0,11.0,H74,9.0,0.36
13,57783_003374_Sideline_25,710,14,422,16,H74,57783_003374_Sideline,25,717.0,430.0,290.0,11.0,H74,9.0,0.36
14,57783_003374_Sideline_25,714,14,343,15,H73,57783_003374_Sideline,25,721.0,351.0,480.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_25,715,13,481,17,H81,57783_003374_Sideline,25,721.0,489.0,480.0,8.0,H81,23.0,0.46938775510204084
16,57783_003374_Sideline_25,734,14,312,14,V24,57783_003374_Sideline,25,741.0,319.0,312.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_25,736,14,368,15,H12,57783_003374_Sideline,25,743.0,376.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_25,756,12,58,15,H72,57783_003374_Sideline,25,762.0,66.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_25,806,12,184,15,H14,57783_003374_Sideline,25,812.0,192.0,184.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_25,834,14,54,14,H15,57783_003374_Sideline,25,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_25,972,14,383,15,H25,57783_003374_Sideline,25,979.0,391.0,383.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_26,172,12,260,14,V25,57783_003374_Sideline,26,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_26,500,14,356,16,V55,57783_003374_Sideline,26,507.0,364.0,355.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_26,501,15,411,15,V38,57783_003374_Sideline,26,509.0,419.0,411.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_26,530,16,496,16,V54,57783_003374_Sideline,26,538.0,504.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_26,542,15,300,16,V31,57783_003374_Sideline,26,550.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_26,643,13,187,15,V57,57783_003374_Sideline,26,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_26,650,14,463,15,V98,57783_003374_Sideline,26,657.0,471.0,463.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_26,670,14,409,16,V96,57783_003374_Sideline,26,677.0,417.0,409.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_26,694,14,352,13,H62,57783_003374_Sideline,26,701.0,358.0,362.0,13.0,H62,13.0,0.3333333333333333
9,57783_003374_Sideline_26,694,13,363,13,V99,57783_003374_Sideline,26,700.0,369.0,362.0,13.0,H62,13.0,0.3333333333333333
10,57783_003374_Sideline_26,694,14,450,16,V90,57783_003374_Sideline,26,701.0,458.0,362.0,13.0,H62,13.0,0.3333333333333333
11,57783_003374_Sideline_26,704,13,397,15,H78,57783_003374_Sideline,26,710.0,405.0,397.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_26,710,14,420,17,H56,57783_003374_Sideline,26,717.0,428.0,420.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_26,712,12,290,17,H73,57783_003374_Sideline,26,718.0,298.0,289.0,11.0,H74,9.0,0.36
14,57783_003374_Sideline_26,714,14,343,15,H74,57783_003374_Sideline,26,721.0,351.0,480.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_26,715,14,481,16,H81,57783_003374_Sideline,26,722.0,489.0,480.0,8.0,H81,23.0,0.46938775510204084
16,57783_003374_Sideline_26,734,14,311,15,V24,57783_003374_Sideline,26,741.0,319.0,311.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_26,736,15,368,16,H72,57783_003374_Sideline,26,744.0,376.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_26,756,11,58,14,H12,57783_003374_Sideline,26,762.0,65.0,58.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_26,806,12,184,16,H14,57783_003374_Sideline,26,812.0,192.0,184.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_26,834,14,54,14,H15,57783_003374_Sideline,26,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_26,972,14,383,15,H25,57783_003374_Sideline,26,979.0,391.0,383.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_27,171,14,258,15,V25,57783_003374_Sideline,27,178.0,266.0,259.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_27,500,14,356,16,V55,57783_003374_Sideline,27,507.0,364.0,355.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_27,501,15,410,15,V38,57783_003374_Sideline,27,509.0,418.0,410.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_27,530,16,495,16,V54,57783_003374_Sideline,27,538.0,503.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_27,542,15,300,17,V31,57783_003374_Sideline,27,550.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_27,644,12,187,15,V57,57783_003374_Sideline,27,650.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_27,650,14,462,15,V98,57783_003374_Sideline,27,657.0,470.0,462.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_27,670,14,409,16,V96,57783_003374_Sideline,27,677.0,417.0,408.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_27,692,16,448,16,V90,57783_003374_Sideline,27,700.0,456.0,448.0,22.0,H78,17.0,0.288135593220339
9,57783_003374_Sideline_27,694,13,361,14,V99,57783_003374_Sideline,27,700.0,368.0,361.0,13.0,H62,13.0,0.3333333333333333
10,57783_003374_Sideline_27,696,14,352,12,H62,57783_003374_Sideline,27,703.0,358.0,351.0,14.0,V99,23.0,0.8518518518518519
11,57783_003374_Sideline_27,704,12,396,16,H78,57783_003374_Sideline,27,710.0,404.0,396.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_27,711,13,419,15,H56,57783_003374_Sideline,27,717.0,427.0,419.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_27,712,14,342,16,H74,57783_003374_Sideline,27,719.0,350.0,342.0,7.0,H56,17.0,0.3617021276595745
14,57783_003374_Sideline_27,713,12,289,17,H73,57783_003374_Sideline,27,719.0,297.0,342.0,7.0,H56,17.0,0.3617021276595745
15,57783_003374_Sideline_27,714,14,480,16,H81,57783_003374_Sideline,27,721.0,488.0,480.0,8.0,H81,23.0,0.46938775510204084
16,57783_003374_Sideline_27,733,14,311,14,V24,57783_003374_Sideline,27,740.0,318.0,311.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_27,740,13,368,16,H72,57783_003374_Sideline,27,746.0,376.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_27,754,12,57,15,H12,57783_003374_Sideline,27,760.0,65.0,57.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_27,805,13,185,15,H14,57783_003374_Sideline,27,811.0,193.0,185.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_27,834,14,54,14,H15,57783_003374_Sideline,27,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_27,972,14,382,16,H25,57783_003374_Sideline,27,979.0,390.0,382.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_28,172,12,260,13,V25,57783_003374_Sideline,28,178.0,266.0,259.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_28,500,14,356,16,V55,57783_003374_Sideline,28,507.0,364.0,355.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_28,501,15,410,15,V38,57783_003374_Sideline,28,509.0,418.0,410.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_28,530,16,495,15,V54,57783_003374_Sideline,28,538.0,503.0,495.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_28,542,15,300,16,V31,57783_003374_Sideline,28,550.0,308.0,299.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_28,644,12,186,16,V57,57783_003374_Sideline,28,650.0,194.0,186.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_28,651,14,461,15,V98,57783_003374_Sideline,28,658.0,469.0,461.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_28,672,14,408,15,V96,57783_003374_Sideline,28,679.0,416.0,408.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_28,692,14,448,16,V99,57783_003374_Sideline,28,699.0,456.0,447.0,22.0,H78,17.0,0.288135593220339
9,57783_003374_Sideline_28,694,13,360,14,V90,57783_003374_Sideline,28,700.0,367.0,360.0,13.0,H62,13.0,0.3333333333333333
