,video_frame,left,width,top,height,conf,game_play,video,frame,x,y,y_im,frame_int
314725,57910_001164_Sideline_157,439,14,279,14,0.5283203,57910_001164,57910_001164_Sideline.mp4,157,446.0,286.0,434.0,157
314726,57910_001164_Sideline_157,400,15,343,17,0.57421875,57910_001164,57910_001164_Sideline.mp4,157,408.0,351.0,369.0,157
314727,57910_001164_Sideline_157,425,13,358,14,0.7133789,57910_001164,57910_001164_Sideline.mp4,157,431.0,365.0,355.0,157
314728,57910_001164_Sideline_157,429,13,272,13,0.71875,57910_001164,57910_001164_Sideline.mp4,157,435.0,278.0,442.0,157
314729,57910_001164_Sideline_157,537,15,403,13,0.7192383,57910_001164,57910_001164_Sideline.mp4,157,545.0,409.0,311.0,157
314730,57910_001164_Sideline_157,422,14,343,15,0.7631836,57910_001164,57910_001164_Sideline.mp4,157,429.0,351.0,369.0,157
314731,57910_001164_Sideline_157,463,15,335,14,0.76953125,57910_001164,57910_001164_Sideline.mp4,157,471.0,342.0,378.0,157
314732,57910_001164_Sideline_157,487,16,320,16,0.7709961,57910_001164,57910_001164_Sideline.mp4,157,495.0,328.0,392.0,157
314733,57910_001164_Sideline_157,570,13,185,15,0.7949219,57910_001164,57910_001164_Sideline.mp4,157,576.0,193.0,527.0,157
314734,57910_001164_Sideline_157,468,14,292,14,0.79541016,57910_001164,57910_001164_Sideline.mp4,157,475.0,299.0,421.0,157
314735,57910_001164_Sideline_157,556,14,360,14,0.79541016,57910_001164,57910_001164_Sideline.mp4,157,563.0,367.0,353.0,157
314736,57910_001164_Sideline_157,566,16,378,16,0.796875,57910_001164,57910_001164_Sideline.mp4,157,574.0,386.0,334.0,157
314737,57910_001164_Sideline_157,1026,16,394,16,0.7998047,57910_001164,57910_001164_Sideline.mp4,157,1034.0,402.0,318.0,157
314738,57910_001164_Sideline_157,451,13,276,16,0.8100586,57910_001164,57910_001164_Sideline.mp4,157,457.0,284.0,436.0,157
314739,57910_001164_Sideline_157,590,13,188,16,0.8198242,57910_001164,57910_001164_Sideline.mp4,157,596.0,196.0,524.0,157
314740,57910_001164_Sideline_157,590,14,505,15,0.83203125,57910_001164,57910_001164_Sideline.mp4,157,597.0,513.0,207.0,157
314741,57910_001164_Sideline_157,611,14,480,12,0.85302734,57910_001164,57910_001164_Sideline.mp4,157,618.0,486.0,234.0,157
314742,57910_001164_Sideline_157,825,16,244,17,0.8666992,57910_001164,57910_001164_Sideline.mp4,157,833.0,252.0,468.0,157
314743,57910_001164_Sideline_157,32,17,340,16,0.8696289,57910_001164,57910_001164_Sideline.mp4,157,40.0,348.0,372.0,157
314826,57910_001164_Sideline_161,417,12,364,16,0.05569458,57910_001164,57910_001164_Sideline.mp4,161,423.0,372.0,348.0,161
314827,57910_001164_Sideline_161,423,14,292,16,0.07904053,57910_001164,57910_001164_Sideline.mp4,161,430.0,300.0,420.0,161
314828,57910_001164_Sideline_161,566,12,372,13,0.10559082,57910_001164,57910_001164_Sideline.mp4,161,572.0,378.0,342.0,161
314829,57910_001164_Sideline_161,576,14,404,14,0.14233398,57910_001164,57910_001164_Sideline.mp4,161,583.0,411.0,309.0,161
314830,57910_001164_Sideline_161,448,13,319,13,0.14709473,57910_001164,57910_001164_Sideline.mp4,161,454.0,325.0,395.0,161
314831,57910_001164_Sideline_161,432,13,301,15,0.2277832,57910_001164,57910_001164_Sideline.mp4,161,438.0,309.0,411.0,161
314832,57910_001164_Sideline_161,405,14,345,16,0.26831055,57910_001164,57910_001164_Sideline.mp4,161,412.0,353.0,367.0,161
314833,57910_001164_Sideline_161,1015,12,408,11,0.27514648,57910_001164,57910_001164_Sideline.mp4,161,1021.0,414.0,306.0,161
314834,57910_001164_Sideline_161,443,15,281,14,0.5410156,57910_001164,57910_001164_Sideline.mp4,161,451.0,288.0,432.0,161
314835,57910_001164_Sideline_161,460,14,323,13,0.546875,57910_001164,57910_001164_Sideline.mp4,161,467.0,329.0,391.0,161
314836,57910_001164_Sideline_161,456,13,311,13,0.6484375,57910_001164,57910_001164_Sideline.mp4,161,462.0,317.0,403.0,161
314837,57910_001164_Sideline_161,433,13,361,13,0.6616211,57910_001164,57910_001164_Sideline.mp4,161,439.0,367.0,353.0,161
314838,57910_001164_Sideline_161,432,14,273,13,0.67626953,57910_001164,57910_001164_Sideline.mp4,161,439.0,279.0,441.0,161
314839,57910_001164_Sideline_161,455,14,291,17,0.6826172,57910_001164,57910_001164_Sideline.mp4,161,462.0,299.0,421.0,161
314840,57910_001164_Sideline_161,473,13,294,14,0.70703125,57910_001164,57910_001164_Sideline.mp4,161,479.0,301.0,419.0,161
314841,57910_001164_Sideline_161,540,14,392,15,0.7241211,57910_001164,57910_001164_Sideline.mp4,161,547.0,400.0,320.0,161
314842,57910_001164_Sideline_161,470,12,332,14,0.7680664,57910_001164,57910_001164_Sideline.mp4,161,476.0,339.0,381.0,161
314843,57910_001164_Sideline_161,560,14,362,10,0.7734375,57910_001164,57910_001164_Sideline.mp4,161,567.0,367.0,353.0,161
314844,57910_001164_Sideline_161,546,13,403,15,0.77490234,57910_001164,57910_001164_Sideline.mp4,161,552.0,411.0,309.0,161
314845,57910_001164_Sideline_161,1015,17,394,16,0.78027344,57910_001164,57910_001164_Sideline.mp4,161,1023.0,402.0,318.0,161
314846,57910_001164_Sideline_161,569,17,382,18,0.79003906,57910_001164,57910_001164_Sideline.mp4,161,577.0,391.0,329.0,161
314847,57910_001164_Sideline_161,488,15,321,14,0.7949219,57910_001164,57910_001164_Sideline.mp4,161,496.0,328.0,392.0,161
314848,57910_001164_Sideline_161,428,14,344,18,0.82177734,57910_001164,57910_001164_Sideline.mp4,161,435.0,353.0,367.0,161
314849,57910_001164_Sideline_161,458,14,276,17,0.8334961,57910_001164,57910_001164_Sideline.mp4,161,465.0,284.0,436.0,161
314850,57910_001164_Sideline_161,567,14,187,16,0.83496094,57910_001164,57910_001164_Sideline.mp4,161,574.0,195.0,525.0,161
314851,57910_001164_Sideline_161,591,13,194,16,0.8417969,57910_001164,57910_001164_Sideline.mp4,161,597.0,202.0,518.0,161
314852,57910_001164_Sideline_161,596,14,502,16,0.85302734,57910_001164,57910_001164_Sideline.mp4,161,603.0,510.0,210.0,161
314853,57910_001164_Sideline_161,25,16,343,15,0.8588867,57910_001164,57910_001164_Sideline.mp4,161,33.0,351.0,369.0,161
314854,57910_001164_Sideline_161,815,15,248,17,0.86279297,57910_001164,57910_001164_Sideline.mp4,161,823.0,256.0,464.0,161
314855,57910_001164_Sideline_161,616,14,474,14,0.8666992,57910_001164,57910_001164_Sideline.mp4,161,623.0,481.0,239.0,161
314938,57910_001164_Sideline_165,490,12,344,16,0.080566406,57910_001164,57910_001164_Sideline.mp4,165,496.0,352.0,368.0,165
314939,57910_001164_Sideline_165,566,12,380,14,0.1270752,57910_001164,57910_001164_Sideline.mp4,165,572.0,387.0,333.0,165
314940,57910_001164_Sideline_165,492,11,302,12,0.14782715,57910_001164,57910_001164_Sideline.mp4,165,498.0,308.0,412.0,165
314941,57910_001164_Sideline_165,420,14,298,16,0.14904785,57910_001164,57910_001164_Sideline.mp4,165,427.0,306.0,414.0,165
314942,57910_001164_Sideline_165,465,13,297,14,0.42358398,57910_001164,57910_001164_Sideline.mp4,165,471.0,304.0,416.0,165
314943,57910_001164_Sideline_165,1002,14,406,12,0.48510742,57910_001164,57910_001164_Sideline.mp4,165,1009.0,412.0,308.0,165
314944,57910_001164_Sideline_165,428,11,278,12,0.5078125,57910_001164,57910_001164_Sideline.mp4,165,434.0,284.0,436.0,165
314945,57910_001164_Sideline_165,463,14,309,14,0.51953125,57910_001164,57910_001164_Sideline.mp4,165,470.0,316.0,404.0,165
314946,57910_001164_Sideline_165,468,12,321,13,0.578125,57910_001164,57910_001164_Sideline.mp4,165,474.0,327.0,393.0,165
314947,57910_001164_Sideline_165,546,14,394,16,0.59814453,57910_001164,57910_001164_Sideline.mp4,165,553.0,402.0,318.0,165
314948,57910_001164_Sideline_165,572,16,388,17,0.61816406,57910_001164,57910_001164_Sideline.mp4,165,580.0,396.0,324.0,165
314949,57910_001164_Sideline_165,442,12,286,12,0.67871094,57910_001164,57910_001164_Sideline.mp4,165,448.0,292.0,428.0,165
314950,57910_001164_Sideline_165,455,13,288,15,0.69628906,57910_001164,57910_001164_Sideline.mp4,165,461.0,296.0,424.0,165
314951,57910_001164_Sideline_165,476,14,330,14,0.7338867,57910_001164,57910_001164_Sideline.mp4,165,483.0,337.0,383.0,165
314952,57910_001164_Sideline_165,437,14,272,15,0.7416992,57910_001164,57910_001164_Sideline.mp4,165,444.0,280.0,440.0,165
314953,57910_001164_Sideline_165,441,13,363,13,0.74365234,57910_001164,57910_001164_Sideline.mp4,165,447.0,369.0,351.0,165
314954,57910_001164_Sideline_165,554,14,403,15,0.7578125,57910_001164,57910_001164_Sideline.mp4,165,561.0,411.0,309.0,165
314955,57910_001164_Sideline_165,436,13,348,17,0.7714844,57910_001164,57910_001164_Sideline.mp4,165,442.0,356.0,364.0,165
314956,57910_001164_Sideline_165,560,16,360,14,0.77978516,57910_001164,57910_001164_Sideline.mp4,165,568.0,367.0,353.0,165
314957,57910_001164_Sideline_165,477,14,293,13,0.79833984,57910_001164,57910_001164_Sideline.mp4,165,484.0,299.0,421.0,165
314958,57910_001164_Sideline_165,490,14,323,13,0.80126953,57910_001164,57910_001164_Sideline.mp4,165,497.0,329.0,391.0,165
314959,57910_001164_Sideline_165,1004,14,393,14,0.8105469,57910_001164,57910_001164_Sideline.mp4,165,1011.0,400.0,320.0,165
314960,57910_001164_Sideline_165,19,16,343,15,0.82958984,57910_001164,57910_001164_Sideline.mp4,165,27.0,351.0,369.0,165
314961,57910_001164_Sideline_165,568,14,190,16,0.83496094,57910_001164,57910_001164_Sideline.mp4,165,575.0,198.0,522.0,165
314962,57910_001164_Sideline_165,592,12,199,16,0.83496094,57910_001164,57910_001164_Sideline.mp4,165,598.0,207.0,513.0,165
314963,57910_001164_Sideline_165,599,14,499,13,0.84033203,57910_001164,57910_001164_Sideline.mp4,165,606.0,505.0,215.0,165
314964,57910_001164_Sideline_165,468,12,276,18,0.84228516,57910_001164,57910_001164_Sideline.mp4,165,474.0,285.0,435.0,165
314965,57910_001164_Sideline_165,624,14,466,14,0.8564453,57910_001164,57910_001164_Sideline.mp4,165,631.0,473.0,247.0,165
314966,57910_001164_Sideline_165,801,16,250,16,0.86376953,57910_001164,57910_001164_Sideline.mp4,165,809.0,258.0,462.0,165
315042,57910_001164_Sideline_169,496,12,302,13,0.050598145,57910_001164,57910_001164_Sideline.mp4,169,502.0,308.0,412.0,169
315043,57910_001164_Sideline_169,454,10,396,15,0.053619385,57910_001164,57910_001164_Sideline.mp4,169,459.0,404.0,316.0,169
315044,57910_001164_Sideline_169,474,12,294,13,0.056640625,57910_001164,57910_001164_Sideline.mp4,169,480.0,300.0,420.0,169
315045,57910_001164_Sideline_169,461,11,281,13,0.15881348,57910_001164,57910_001164_Sideline.mp4,169,467.0,287.0,433.0,169
315046,57910_001164_Sideline_169,471,14,305,14,0.30444336,57910_001164,57910_001164_Sideline.mp4,169,478.0,312.0,408.0,169
315047,57910_001164_Sideline_169,564,14,387,15,0.48632812,57910_001164,57910_001164_Sideline.mp4,169,571.0,395.0,325.0,169
315048,57910_001164_Sideline_169,438,13,286,12,0.6611328,57910_001164,57910_001164_Sideline.mp4,169,444.0,292.0,428.0,169
315049,57910_001164_Sideline_169,551,13,397,15,0.67041016,57910_001164,57910_001164_Sideline.mp4,169,557.0,405.0,315.0,169
315050,57910_001164_Sideline_169,451,16,288,15,0.6796875,57910_001164,57910_001164_Sideline.mp4,169,459.0,296.0,424.0,169
315051,57910_001164_Sideline_169,481,14,327,14,0.70654297,57910_001164,57910_001164_Sideline.mp4,169,488.0,334.0,386.0,169
315052,57910_001164_Sideline_169,447,14,362,13,0.7421875,57910_001164,57910_001164_Sideline.mp4,169,454.0,368.0,352.0,169
315053,57910_001164_Sideline_169,442,14,273,14,0.75097656,57910_001164,57910_001164_Sideline.mp4,169,449.0,280.0,440.0,169
315054,57910_001164_Sideline_169,493,11,326,13,0.76660156,57910_001164,57910_001164_Sideline.mp4,169,499.0,332.0,388.0,169
315055,57910_001164_Sideline_169,486,12,292,14,0.7763672,57910_001164,57910_001164_Sideline.mp4,169,492.0,299.0,421.0,169
315056,57910_001164_Sideline_169,574,12,396,17,0.77783203,57910_001164,57910_001164_Sideline.mp4,169,580.0,404.0,316.0,169
315057,57910_001164_Sideline_169,562,14,405,14,0.79785156,57910_001164,57910_001164_Sideline.mp4,169,569.0,412.0,308.0,169
315058,57910_001164_Sideline_169,441,13,350,18,0.81689453,57910_001164,57910_001164_Sideline.mp4,169,447.0,359.0,361.0,169
315059,57910_001164_Sideline_169,557,13,360,11,0.81884766,57910_001164,57910_001164_Sideline.mp4,169,563.0,366.0,354.0,169
315060,57910_001164_Sideline_169,11,16,345,14,0.82470703,57910_001164,57910_001164_Sideline.mp4,169,19.0,352.0,368.0,169
315061,57910_001164_Sideline_169,568,16,195,16,0.828125,57910_001164,57910_001164_Sideline.mp4,169,576.0,203.0,517.0,169
315062,57910_001164_Sideline_169,789,14,252,16,0.8383789,57910_001164,57910_001164_Sideline.mp4,169,796.0,260.0,460.0,169
315063,57910_001164_Sideline_169,599,14,495,11,0.84277344,57910_001164,57910_001164_Sideline.mp4,169,606.0,501.0,219.0,169
315064,57910_001164_Sideline_169,988,18,389,17,0.8466797,57910_001164,57910_001164_Sideline.mp4,169,997.0,397.0,323.0,169
315065,57910_001164_Sideline_169,632,13,458,14,0.85253906,57910_001164,57910_001164_Sideline.mp4,169,638.0,465.0,255.0,169
315066,57910_001164_Sideline_169,592,14,204,16,0.85546875,57910_001164,57910_001164_Sideline.mp4,169,599.0,212.0,508.0,169
315067,57910_001164_Sideline_169,473,13,276,18,0.85839844,57910_001164,57910_001164_Sideline.mp4,169,479.0,285.0,435.0,169
315147,57910_001164_Sideline_173,488,13,342,14,0.05895996,57910_001164,57910_001164_Sideline.mp4,173,494.0,349.0,371.0,173
315148,57910_001164_Sideline_173,453,13,302,13,0.0680542,57910_001164,57910_001164_Sideline.mp4,173,459.0,308.0,412.0,173
315149,57910_001164_Sideline_173,604,12,408,13,0.07519531,57910_001164,57910_001164_Sideline.mp4,173,610.0,414.0,306.0,173
315150,57910_001164_Sideline_173,582,10,402,16,0.10003662,57910_001164,57910_001164_Sideline.mp4,173,587.0,410.0,310.0,173
315151,57910_001164_Sideline_173,546,14,391,14,0.10247803,57910_001164,57910_001164_Sideline.mp4,173,553.0,398.0,322.0,173
315152,57910_001164_Sideline_173,570,14,214,12,0.105163574,57910_001164,57910_001164_Sideline.mp4,173,577.0,220.0,500.0,173
315153,57910_001164_Sideline_173,568,14,391,12,0.107666016,57910_001164,57910_001164_Sideline.mp4,173,575.0,397.0,323.0,173
315154,57910_001164_Sideline_173,476,13,307,13,0.115722656,57910_001164,57910_001164_Sideline.mp4,173,482.0,313.0,407.0,173
315155,57910_001164_Sideline_173,982,14,401,12,0.14379883,57910_001164,57910_001164_Sideline.mp4,173,989.0,407.0,313.0,173
315156,57910_001164_Sideline_173,428,12,289,11,0.17578125,57910_001164,57910_001164_Sideline.mp4,173,434.0,295.0,425.0,173
315157,57910_001164_Sideline_173,462,12,294,13,0.30126953,57910_001164,57910_001164_Sideline.mp4,173,468.0,300.0,420.0,173
315158,57910_001164_Sideline_173,462,12,280,15,0.40942383,57910_001164,57910_001164_Sideline.mp4,173,468.0,288.0,432.0,173
315159,57910_001164_Sideline_173,504,11,302,14,0.47216797,57910_001164,57910_001164_Sideline.mp4,173,510.0,309.0,411.0,173
315160,57910_001164_Sideline_173,449,14,288,14,0.52441406,57910_001164,57910_001164_Sideline.mp4,173,456.0,295.0,425.0,173
315161,57910_001164_Sideline_173,437,15,283,17,0.60839844,57910_001164,57910_001164_Sideline.mp4,173,445.0,291.0,429.0,173
315162,57910_001164_Sideline_173,453,13,364,12,0.70214844,57910_001164,57910_001164_Sideline.mp4,173,459.0,370.0,350.0,173
315163,57910_001164_Sideline_173,570,14,400,16,0.7246094,57910_001164,57910_001164_Sideline.mp4,173,577.0,408.0,312.0,173
315164,57910_001164_Sideline_173,556,14,396,15,0.74560547,57910_001164,57910_001164_Sideline.mp4,173,563.0,404.0,316.0,173
315165,57910_001164_Sideline_173,494,12,294,12,0.7841797,57910_001164,57910_001164_Sideline.mp4,173,500.0,300.0,420.0,173
315166,57910_001164_Sideline_173,488,14,327,14,0.78564453,57910_001164,57910_001164_Sideline.mp4,173,495.0,334.0,386.0,173
315167,57910_001164_Sideline_173,556,14,356,14,0.7988281,57910_001164,57910_001164_Sideline.mp4,173,563.0,363.0,357.0,173
315168,57910_001164_Sideline_173,447,14,273,15,0.8022461,57910_001164,57910_001164_Sideline.mp4,173,454.0,281.0,439.0,173
315169,57910_001164_Sideline_173,446,14,351,17,0.81689453,57910_001164,57910_001164_Sideline.mp4,173,453.0,359.0,361.0,173
315170,57910_001164_Sideline_173,3,16,349,15,0.82910156,57910_001164,57910_001164_Sideline.mp4,173,11.0,357.0,363.0,173
315171,57910_001164_Sideline_173,597,14,488,12,0.8305664,57910_001164,57910_001164_Sideline.mp4,173,604.0,494.0,226.0,173
315172,57910_001164_Sideline_173,572,12,200,15,0.83447266,57910_001164,57910_001164_Sideline.mp4,173,578.0,208.0,512.0,173
315173,57910_001164_Sideline_173,595,13,208,16,0.8359375,57910_001164,57910_001164_Sideline.mp4,173,601.0,216.0,504.0,173
315174,57910_001164_Sideline_173,776,16,257,16,0.84228516,57910_001164,57910_001164_Sideline.mp4,173,784.0,265.0,455.0,173
315175,57910_001164_Sideline_173,638,14,451,14,0.8457031,57910_001164,57910_001164_Sideline.mp4,173,645.0,458.0,262.0,173
315176,57910_001164_Sideline_173,976,17,387,16,0.86328125,57910_001164,57910_001164_Sideline.mp4,173,984.0,395.0,325.0,173
315177,57910_001164_Sideline_173,477,13,278,18,0.8666992,57910_001164,57910_001164_Sideline.mp4,173,483.0,287.0,433.0,173
315252,57910_001164_Sideline_177,424,12,290,13,0.06341553,57910_001164,57910_001164_Sideline.mp4,177,430.0,296.0,424.0,177
315253,57910_001164_Sideline_177,435,13,316,16,0.080078125,57910_001164,57910_001164_Sideline.mp4,177,441.0,324.0,396.0,177
315254,57910_001164_Sideline_177,505,11,340,13,0.08300781,57910_001164,57910_001164_Sideline.mp4,177,511.0,346.0,374.0,177
315255,57910_001164_Sideline_177,441,11,298,11,0.097961426,57910_001164,57910_001164_Sideline.mp4,177,447.0,304.0,416.0,177
315256,57910_001164_Sideline_177,548,12,393,14,0.11645508,57910_001164,57910_001164_Sideline.mp4,177,554.0,400.0,320.0,177
315257,57910_001164_Sideline_177,599,18,408,11,0.12939453,57910_001164,57910_001164_Sideline.mp4,177,608.0,414.0,306.0,177
315258,57910_001164_Sideline_177,444,12,278,12,0.1529541,57910_001164,57910_001164_Sideline.mp4,177,450.0,284.0,436.0,177
315259,57910_001164_Sideline_177,460,13,365,12,0.1697998,57910_001164,57910_001164_Sideline.mp4,177,466.0,371.0,349.0,177
315260,57910_001164_Sideline_177,503,11,323,14,0.22436523,57910_001164,57910_001164_Sideline.mp4,177,509.0,330.0,390.0,177
315261,57910_001164_Sideline_177,465,12,280,14,0.4177246,57910_001164,57910_001164_Sideline.mp4,177,471.0,287.0,433.0,177
315262,57910_001164_Sideline_177,490,13,310,14,0.5625,57910_001164,57910_001164_Sideline.mp4,177,496.0,317.0,403.0,177
315263,57910_001164_Sideline_177,446,14,287,15,0.56396484,57910_001164,57910_001164_Sideline.mp4,177,453.0,295.0,425.0,177
315264,57910_001164_Sideline_177,575,15,401,13,0.6928711,57910_001164,57910_001164_Sideline.mp4,177,583.0,407.0,313.0,177
315265,57910_001164_Sideline_177,433,13,287,14,0.7133789,57910_001164,57910_001164_Sideline.mp4,177,439.0,294.0,426.0,177
315266,57910_001164_Sideline_177,492,14,327,13,0.7260742,57910_001164,57910_001164_Sideline.mp4,177,499.0,333.0,387.0,177
315267,57910_001164_Sideline_177,558,14,395,15,0.7495117,57910_001164,57910_001164_Sideline.mp4,177,565.0,403.0,317.0,177
315268,57910_001164_Sideline_177,453,13,273,15,0.77246094,57910_001164,57910_001164_Sideline.mp4,177,459.0,281.0,439.0,177
315269,57910_001164_Sideline_177,502,14,295,15,0.7817383,57910_001164,57910_001164_Sideline.mp4,177,509.0,303.0,417.0,177
315270,57910_001164_Sideline_177,452,15,352,18,0.7890625,57910_001164,57910_001164_Sideline.mp4,177,460.0,361.0,359.0,177
315271,57910_001164_Sideline_177,576,14,205,15,0.7949219,57910_001164,57910_001164_Sideline.mp4,177,583.0,213.0,507.0,177
315272,57910_001164_Sideline_177,555,15,355,14,0.80615234,57910_001164,57910_001164_Sideline.mp4,177,563.0,362.0,358.0,177
315273,57910_001164_Sideline_177,1,12,354,15,0.8149414,57910_001164,57910_001164_Sideline.mp4,177,7.0,362.0,358.0,177
315274,57910_001164_Sideline_177,600,12,212,16,0.8413086,57910_001164,57910_001164_Sideline.mp4,177,606.0,220.0,500.0,177
315275,57910_001164_Sideline_177,599,14,484,12,0.8442383,57910_001164,57910_001164_Sideline.mp4,177,606.0,490.0,230.0,177
315276,57910_001164_Sideline_177,766,14,261,17,0.84814453,57910_001164,57910_001164_Sideline.mp4,177,773.0,269.0,451.0,177
315277,57910_001164_Sideline_177,480,14,280,18,0.8618164,57910_001164,57910_001164_Sideline.mp4,177,487.0,289.0,431.0,177
315278,57910_001164_Sideline_177,644,14,447,14,0.86376953,57910_001164,57910_001164_Sideline.mp4,177,651.0,454.0,266.0,177
315279,57910_001164_Sideline_177,964,18,385,17,0.8652344,57910_001164,57910_001164_Sideline.mp4,177,973.0,393.0,327.0,177
315352,57910_001164_Sideline_181,600,12,410,12,0.062042236,57910_001164,57910_001164_Sideline.mp4,181,606.0,416.0,304.0,181
315353,57910_001164_Sideline_181,494,13,302,10,0.07281494,57910_001164,57910_001164_Sideline.mp4,181,500.0,307.0,413.0,181
315354,57910_001164_Sideline_181,496,13,310,14,0.1459961,57910_001164,57910_001164_Sideline.mp4,181,502.0,317.0,403.0,181
315355,57910_001164_Sideline_181,452,14,286,14,0.15429688,57910_001164,57910_001164_Sideline.mp4,181,459.0,293.0,427.0,181
315356,57910_001164_Sideline_181,470,14,353,13,0.17285156,57910_001164,57910_001164_Sideline.mp4,181,477.0,359.0,361.0,181
315357,57910_001164_Sideline_181,471,11,282,14,0.32617188,57910_001164,57910_001164_Sideline.mp4,181,477.0,289.0,431.0,181
315358,57910_001164_Sideline_181,2,6,356,15,0.5751953,57910_001164,57910_001164_Sideline.mp4,181,5.0,364.0,356.0,181
315359,57910_001164_Sideline_181,552,14,390,14,0.66308594,57910_001164,57910_001164_Sideline.mp4,181,559.0,397.0,323.0,181
315360,57910_001164_Sideline_181,441,14,290,14,0.6743164,57910_001164,57910_001164_Sideline.mp4,181,448.0,297.0,423.0,181
315361,57910_001164_Sideline_181,428,14,291,14,0.6899414,57910_001164,57910_001164_Sideline.mp4,181,435.0,298.0,422.0,181
315362,57910_001164_Sideline_181,457,13,355,15,0.7114258,57910_001164,57910_001164_Sideline.mp4,181,463.0,363.0,357.0,181
315363,57910_001164_Sideline_181,508,14,320,11,0.74902344,57910_001164,57910_001164_Sideline.mp4,181,515.0,326.0,394.0,181
315364,57910_001164_Sideline_181,498,12,327,13,0.7529297,57910_001164,57910_001164_Sideline.mp4,181,504.0,333.0,387.0,181
315365,57910_001164_Sideline_181,566,14,394,17,0.7602539,57910_001164,57910_001164_Sideline.mp4,181,573.0,402.0,318.0,181
315366,57910_001164_Sideline_181,466,14,364,12,0.78222656,57910_001164,57910_001164_Sideline.mp4,181,473.0,370.0,350.0,181
315367,57910_001164_Sideline_181,584,14,400,16,0.7871094,57910_001164,57910_001164_Sideline.mp4,181,591.0,408.0,312.0,181
315368,57910_001164_Sideline_181,459,13,274,16,0.7973633,57910_001164,57910_001164_Sideline.mp4,181,465.0,282.0,438.0,181
315369,57910_001164_Sideline_181,556,14,356,13,0.8100586,57910_001164,57910_001164_Sideline.mp4,181,563.0,362.0,358.0,181
315370,57910_001164_Sideline_181,511,14,297,15,0.82421875,57910_001164,57910_001164_Sideline.mp4,181,518.0,305.0,415.0,181
315371,57910_001164_Sideline_181,580,14,208,15,0.83496094,57910_001164,57910_001164_Sideline.mp4,181,587.0,216.0,504.0,181
315372,57910_001164_Sideline_181,601,13,215,17,0.84472656,57910_001164,57910_001164_Sideline.mp4,181,607.0,223.0,497.0,181
315373,57910_001164_Sideline_181,603,14,479,13,0.84765625,57910_001164,57910_001164_Sideline.mp4,181,610.0,485.0,235.0,181
315374,57910_001164_Sideline_181,652,14,442,14,0.8623047,57910_001164,57910_001164_Sideline.mp4,181,659.0,449.0,271.0,181
315375,57910_001164_Sideline_181,484,12,281,18,0.8642578,57910_001164,57910_001164_Sideline.mp4,181,490.0,290.0,430.0,181
315376,57910_001164_Sideline_181,952,18,379,18,0.8754883,57910_001164,57910_001164_Sideline.mp4,181,961.0,388.0,332.0,181
315377,57910_001164_Sideline_181,756,14,265,18,0.87597656,57910_001164,57910_001164_Sideline.mp4,181,763.0,274.0,446.0,181
315455,57910_001164_Sideline_185,1,5,356,13,0.051574707,57910_001164,57910_001164_Sideline.mp4,185,3.0,362.0,358.0,185
315456,57910_001164_Sideline_185,558,14,390,16,0.08154297,57910_001164,57910_001164_Sideline.mp4,185,565.0,398.0,322.0,185
315457,57910_001164_Sideline_185,508,11,312,12,0.16003418,57910_001164,57910_001164_Sideline.mp4,185,514.0,318.0,402.0,185
315458,57910_001164_Sideline_185,485,12,360,14,0.16015625,57910_001164,57910_001164_Sideline.mp4,185,491.0,367.0,353.0,185
315459,57910_001164_Sideline_185,585,11,407,13,0.18054199,57910_001164,57910_001164_Sideline.mp4,185,591.0,413.0,307.0,185
315460,57910_001164_Sideline_185,0,6,401,9,0.19140625,57910_001164,57910_001164_Sideline.mp4,185,3.0,405.0,315.0,185
315461,57910_001164_Sideline_185,490,14,301,14,0.1986084,57910_001164,57910_001164_Sideline.mp4,185,497.0,308.0,412.0,185
315462,57910_001164_Sideline_185,504,12,300,12,0.26538086,57910_001164,57910_001164_Sideline.mp4,185,510.0,306.0,414.0,185
315463,57910_001164_Sideline_185,454,16,362,16,0.3395996,57910_001164,57910_001164_Sideline.mp4,185,462.0,370.0,350.0,185
315464,57910_001164_Sideline_185,425,15,310,13,0.47143555,57910_001164,57910_001164_Sideline.mp4,185,433.0,316.0,404.0,185
315465,57910_001164_Sideline_185,426,12,295,13,0.6152344,57910_001164,57910_001164_Sideline.mp4,185,432.0,301.0,419.0,185
315466,57910_001164_Sideline_185,465,14,354,15,0.6245117,57910_001164,57910_001164_Sideline.mp4,185,472.0,362.0,358.0,185
315467,57910_001164_Sideline_185,516,16,313,14,0.7290039,57910_001164,57910_001164_Sideline.mp4,185,524.0,320.0,400.0,185
315468,57910_001164_Sideline_185,472,16,364,12,0.74902344,57910_001164,57910_001164_Sideline.mp4,185,480.0,370.0,350.0,185
315469,57910_001164_Sideline_185,560,14,356,14,0.765625,57910_001164,57910_001164_Sideline.mp4,185,567.0,363.0,357.0,185
315470,57910_001164_Sideline_185,503,13,324,14,0.77978516,57910_001164,57910_001164_Sideline.mp4,185,509.0,331.0,389.0,185
315471,57910_001164_Sideline_185,438,15,290,14,0.8125,57910_001164,57910_001164_Sideline.mp4,185,446.0,297.0,423.0,185
315472,57910_001164_Sideline_185,594,14,405,14,0.81396484,57910_001164,57910_001164_Sideline.mp4,185,601.0,412.0,308.0,185
315473,57910_001164_Sideline_185,519,15,299,15,0.8183594,57910_001164,57910_001164_Sideline.mp4,185,527.0,307.0,413.0,185
