,video_frame,gameKey,playID,view,video,frame,label,left,width,top,height,impactType,isDefinitiveImpact,isSidelinePlayer,x,y,y_im,game_play
535969,57910_001164_Sideline_260,57910,1164,Sideline,57910_001164_Sideline.mp4,260,H55,782,18,456,19,None,False,False,791.0,466.0,254.0,57910_001164
535970,57910_001164_Sideline_260,57910,1164,Sideline,57910_001164_Sideline.mp4,260,H20,800,18,390,21,None,False,False,809.0,400.0,320.0,57910_001164
535971,57910_001164_Sideline_260,57910,1164,Sideline,57910_001164_Sideline.mp4,260,V11,858,19,476,20,None,False,False,868.0,486.0,234.0,57910_001164
535972,57910_001164_Sideline_260,57910,1164,Sideline,57910_001164_Sideline.mp4,260,H36,922,22,335,21,None,False,False,933.0,345.0,375.0,57910_001164
535973,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H58,413,21,281,22,None,False,False,423.0,292.0,428.0,57910_001164
535974,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V46,414,17,302,19,None,False,False,422.0,312.0,408.0,57910_001164
535975,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H95,461,20,375,19,None,False,False,471.0,385.0,335.0,57910_001164
535976,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V60,485,23,368,25,None,False,False,497.0,380.0,340.0,57910_001164
535977,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V19,609,18,222,22,None,False,False,618.0,233.0,487.0,57910_001164
535978,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V77,627,21,434,21,None,False,False,637.0,444.0,276.0,57910_001164
535979,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V66,633,15,327,13,None,False,False,641.0,333.0,387.0,57910_001164
535980,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V83,636,13,360,17,None,False,False,642.0,368.0,352.0,57910_001164
535981,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H98,667,15,343,11,None,False,False,675.0,349.0,371.0,57910_001164
535982,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H33,673,18,252,21,None,False,False,682.0,262.0,458.0,57910_001164
535983,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H32,693,8,359,10,None,False,False,697.0,364.0,356.0,57910_001164
535984,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V68,699,18,368,19,None,False,False,708.0,378.0,342.0,57910_001164
535985,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H97,703,16,394,16,None,False,False,711.0,402.0,318.0,57910_001164
535986,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V71,710,17,442,19,None,False,False,718.0,452.0,268.0,57910_001164
535987,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H59,721,21,312,22,None,False,False,731.0,323.0,397.0,57910_001164
535988,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H55,784,18,457,19,None,False,False,793.0,467.0,253.0,57910_001164
535989,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H20,801,18,390,21,None,False,False,810.0,400.0,320.0,57910_001164
535990,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,V11,861,19,476,20,None,False,False,871.0,486.0,234.0,57910_001164
535991,57910_001164_Sideline_261,57910,1164,Sideline,57910_001164_Sideline.mp4,261,H36,923,22,333,21,None,False,False,934.0,343.0,377.0,57910_001164
535992,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H58,412,21,280,21,None,False,False,422.0,290.0,430.0,57910_001164
535993,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V46,414,16,300,18,None,False,False,422.0,309.0,411.0,57910_001164
535994,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H95,459,20,374,19,None,False,False,469.0,384.0,336.0,57910_001164
535995,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V60,484,23,367,25,None,False,False,496.0,379.0,341.0,57910_001164
535996,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V19,608,17,222,21,None,False,False,616.0,232.0,488.0,57910_001164
535997,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V77,627,21,433,22,None,False,False,637.0,444.0,276.0,57910_001164
535998,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V66,634,14,327,12,None,False,False,641.0,333.0,387.0,57910_001164
535999,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V83,636,15,360,17,None,False,False,644.0,368.0,352.0,57910_001164
536000,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H98,669,15,344,11,None,False,False,677.0,350.0,370.0,57910_001164
536001,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H33,672,21,251,22,None,False,False,682.0,262.0,458.0,57910_001164
536002,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H32,696,8,360,10,None,False,False,700.0,365.0,355.0,57910_001164
536003,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V68,699,18,369,19,None,False,False,708.0,379.0,341.0,57910_001164
536004,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H97,705,15,395,16,None,False,False,713.0,403.0,317.0,57910_001164
536005,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V71,710,18,443,18,None,False,False,719.0,452.0,268.0,57910_001164
536006,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H59,722,21,311,22,None,False,False,732.0,322.0,398.0,57910_001164
536007,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H55,786,18,458,18,None,False,False,795.0,467.0,253.0,57910_001164
536008,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H20,802,18,390,21,None,False,False,811.0,400.0,320.0,57910_001164
536009,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,V11,864,20,474,22,None,False,False,874.0,485.0,235.0,57910_001164
536010,57910_001164_Sideline_262,57910,1164,Sideline,57910_001164_Sideline.mp4,262,H36,924,23,332,22,None,False,False,936.0,343.0,377.0,57910_001164
536011,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H58,410,23,278,20,None,False,False,422.0,288.0,432.0,57910_001164
536012,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V46,415,16,299,18,None,False,False,423.0,308.0,412.0,57910_001164
536013,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H95,458,20,374,19,None,False,False,468.0,384.0,336.0,57910_001164
536014,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V60,482,23,367,25,None,False,False,494.0,379.0,341.0,57910_001164
536015,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V19,606,18,220,23,None,False,False,615.0,232.0,488.0,57910_001164
536016,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V77,627,22,432,22,None,False,False,638.0,443.0,277.0,57910_001164
536017,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V66,636,14,327,12,None,False,False,643.0,333.0,387.0,57910_001164
536018,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V83,638,16,361,18,None,False,False,646.0,370.0,350.0,57910_001164
536019,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H98,670,14,346,11,None,False,False,677.0,352.0,368.0,57910_001164
536020,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H33,673,21,250,22,None,False,False,683.0,261.0,459.0,57910_001164
536021,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H32,697,12,360,13,None,False,False,703.0,366.0,354.0,57910_001164
536022,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V68,702,18,370,19,None,False,False,711.0,380.0,340.0,57910_001164
536023,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H97,705,15,396,16,None,False,False,713.0,404.0,316.0,57910_001164
536024,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V71,710,17,444,18,None,False,False,718.0,453.0,267.0,57910_001164
536025,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H59,724,21,309,23,None,False,False,734.0,321.0,399.0,57910_001164
536026,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H55,789,17,459,18,None,False,False,797.0,468.0,252.0,57910_001164
536027,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H20,802,19,390,21,None,False,False,812.0,400.0,320.0,57910_001164
536028,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,V11,867,20,473,22,None,False,False,877.0,484.0,236.0,57910_001164
536029,57910_001164_Sideline_263,57910,1164,Sideline,57910_001164_Sideline.mp4,263,H36,926,22,331,22,None,False,False,937.0,342.0,378.0,57910_001164
536030,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H58,408,24,277,19,None,False,False,420.0,287.0,433.0,57910_001164
536031,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V46,414,18,298,17,None,False,False,423.0,306.0,414.0,57910_001164
536032,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H95,457,20,374,19,None,False,False,467.0,384.0,336.0,57910_001164
536033,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V60,481,23,366,25,None,False,False,493.0,378.0,342.0,57910_001164
536034,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V19,604,19,219,22,None,False,False,614.0,230.0,490.0,57910_001164
536035,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V77,627,22,432,21,None,False,False,638.0,442.0,278.0,57910_001164
536036,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V66,638,12,329,10,None,False,False,644.0,334.0,386.0,57910_001164
536037,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V83,639,16,363,18,None,False,False,647.0,372.0,348.0,57910_001164
536038,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H98,671,14,347,11,None,False,False,678.0,353.0,367.0,57910_001164
536039,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H33,673,22,249,23,None,False,False,684.0,261.0,459.0,57910_001164
536040,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H32,698,13,359,13,None,False,False,704.0,365.0,355.0,57910_001164
536041,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V68,704,18,370,19,None,False,False,713.0,380.0,340.0,57910_001164
536042,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H97,707,14,397,15,None,False,False,714.0,405.0,315.0,57910_001164
536043,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V71,709,19,445,18,None,False,False,719.0,454.0,266.0,57910_001164
536044,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H59,725,21,307,24,None,False,False,735.0,319.0,401.0,57910_001164
536045,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H55,790,18,459,18,None,False,False,799.0,468.0,252.0,57910_001164
536046,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H20,802,19,390,21,None,False,False,812.0,400.0,320.0,57910_001164
536047,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,V11,870,20,474,21,None,False,False,880.0,484.0,236.0,57910_001164
536048,57910_001164_Sideline_264,57910,1164,Sideline,57910_001164_Sideline.mp4,264,H36,927,22,330,22,None,False,False,938.0,341.0,379.0,57910_001164
536049,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H58,407,24,275,20,None,False,False,419.0,285.0,435.0,57910_001164
536050,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V46,414,18,296,18,None,False,False,423.0,305.0,415.0,57910_001164
536051,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H95,456,20,374,19,None,False,False,466.0,384.0,336.0,57910_001164
536052,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V60,479,23,366,25,None,False,False,491.0,378.0,342.0,57910_001164
536053,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V19,603,19,218,23,None,False,False,613.0,230.0,490.0,57910_001164
536054,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V77,627,23,432,21,None,False,False,639.0,442.0,278.0,57910_001164
536055,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V66,639,12,329,10,None,False,False,645.0,334.0,386.0,57910_001164
536056,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V83,640,17,362,18,None,False,False,648.0,371.0,349.0,57910_001164
536057,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H98,671,15,349,10,None,False,False,679.0,354.0,366.0,57910_001164
536058,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H33,674,21,248,23,None,False,False,684.0,260.0,460.0,57910_001164
536059,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H32,700,13,360,15,None,False,False,706.0,368.0,352.0,57910_001164
536060,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V68,705,18,371,20,None,False,False,714.0,381.0,339.0,57910_001164
536061,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H97,707,14,399,17,None,False,False,714.0,407.0,313.0,57910_001164
536062,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V71,709,19,446,18,None,False,False,719.0,455.0,265.0,57910_001164
536063,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H59,727,21,306,24,None,False,False,737.0,318.0,402.0,57910_001164
536064,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H55,792,19,459,18,None,False,False,802.0,468.0,252.0,57910_001164
536065,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H20,803,19,390,21,None,False,False,813.0,400.0,320.0,57910_001164
536066,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,V11,872,21,474,21,None,False,False,882.0,484.0,236.0,57910_001164
536067,57910_001164_Sideline_265,57910,1164,Sideline,57910_001164_Sideline.mp4,265,H36,928,22,329,22,None,False,False,939.0,340.0,380.0,57910_001164
536068,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H58,406,23,275,20,None,False,False,418.0,285.0,435.0,57910_001164
536069,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V46,415,17,296,16,None,False,False,423.0,304.0,416.0,57910_001164
536070,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H95,455,20,373,19,None,False,False,465.0,383.0,337.0,57910_001164
536071,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V60,478,23,365,23,None,False,False,490.0,377.0,343.0,57910_001164
536072,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V19,602,18,218,22,None,False,False,611.0,229.0,491.0,57910_001164
536073,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V77,628,22,431,21,None,False,False,639.0,441.0,279.0,57910_001164
536074,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V66,640,14,328,11,None,False,False,647.0,334.0,386.0,57910_001164
536075,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V83,642,14,363,20,None,False,False,649.0,373.0,347.0,57910_001164
536076,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H98,672,15,350,9,None,False,False,680.0,354.0,366.0,57910_001164
536077,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H33,676,20,247,23,None,False,False,686.0,259.0,461.0,57910_001164
536078,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H32,702,14,358,16,None,False,False,709.0,366.0,354.0,57910_001164
536079,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V68,706,18,373,20,None,False,False,715.0,383.0,337.0,57910_001164
536080,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H97,708,14,399,18,None,False,False,715.0,408.0,312.0,57910_001164
536081,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V71,709,19,446,19,None,False,False,719.0,456.0,264.0,57910_001164
536082,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H59,728,21,305,24,None,False,False,738.0,317.0,403.0,57910_001164
536083,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H55,795,19,458,20,None,False,False,805.0,468.0,252.0,57910_001164
536084,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H20,804,19,389,21,None,False,False,814.0,399.0,321.0,57910_001164
536085,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,V11,878,18,475,20,None,False,False,887.0,485.0,235.0,57910_001164
536086,57910_001164_Sideline_266,57910,1164,Sideline,57910_001164_Sideline.mp4,266,H36,929,22,329,22,None,False,False,940.0,340.0,380.0,57910_001164
536087,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H58,405,23,273,21,None,False,False,417.0,283.0,437.0,57910_001164
536088,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V46,414,17,295,17,None,False,False,422.0,303.0,417.0,57910_001164
536089,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H95,454,20,373,19,None,False,False,464.0,383.0,337.0,57910_001164
536090,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V60,476,23,364,23,None,False,False,488.0,376.0,344.0,57910_001164
536091,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V19,600,19,217,22,None,False,False,610.0,228.0,492.0,57910_001164
536092,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V77,628,22,431,21,None,False,False,639.0,441.0,279.0,57910_001164
536093,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V66,640,14,328,8,None,False,False,647.0,332.0,388.0,57910_001164
536094,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V83,642,14,365,18,None,False,False,649.0,374.0,346.0,57910_001164
536095,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H98,676,12,350,9,None,False,False,682.0,354.0,366.0,57910_001164
536096,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H33,676,22,246,23,None,False,False,687.0,258.0,462.0,57910_001164
536097,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H32,704,15,358,17,None,False,False,712.0,366.0,354.0,57910_001164
536098,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V68,708,18,372,21,None,False,False,717.0,382.0,338.0,57910_001164
536099,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H97,709,14,400,18,None,False,False,716.0,409.0,311.0,57910_001164
536100,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V71,709,19,447,19,None,False,False,719.0,457.0,263.0,57910_001164
536101,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H59,730,21,304,24,None,False,False,740.0,316.0,404.0,57910_001164
536102,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H55,797,19,458,19,None,False,False,807.0,468.0,252.0,57910_001164
536103,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H20,804,20,389,21,None,False,False,814.0,399.0,321.0,57910_001164
536104,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,V11,880,20,474,20,None,False,False,890.0,484.0,236.0,57910_001164
536105,57910_001164_Sideline_267,57910,1164,Sideline,57910_001164_Sideline.mp4,267,H36,930,22,328,23,None,False,False,941.0,340.0,380.0,57910_001164
536106,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H58,403,22,272,20,None,False,False,414.0,282.0,438.0,57910_001164
536107,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V46,413,19,293,18,None,False,False,423.0,302.0,418.0,57910_001164
536108,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H95,453,21,373,18,None,False,False,463.0,382.0,338.0,57910_001164
536109,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V60,474,23,364,23,None,False,False,486.0,376.0,344.0,57910_001164
536110,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V19,599,19,216,22,None,False,False,609.0,227.0,493.0,57910_001164
536111,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V77,628,22,431,21,None,False,False,639.0,441.0,279.0,57910_001164
536112,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V66,640,15,327,10,None,False,False,648.0,332.0,388.0,57910_001164
536113,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V83,643,14,365,18,None,False,False,650.0,374.0,346.0,57910_001164
536114,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H33,677,21,245,23,None,False,False,687.0,257.0,463.0,57910_001164
536115,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H98,678,12,350,9,None,False,False,684.0,354.0,366.0,57910_001164
536116,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H32,705,15,356,19,None,False,False,713.0,366.0,354.0,57910_001164
536117,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H97,709,15,400,18,None,False,False,717.0,409.0,311.0,57910_001164
536118,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V71,709,19,447,19,None,False,False,719.0,457.0,263.0,57910_001164
536119,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V68,710,18,374,20,None,False,False,719.0,384.0,336.0,57910_001164
536120,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H59,731,22,302,24,None,False,False,742.0,314.0,406.0,57910_001164
536121,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H55,800,18,459,19,None,False,False,809.0,469.0,251.0,57910_001164
536122,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H20,805,20,388,21,None,False,False,815.0,398.0,322.0,57910_001164
536123,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,V11,883,20,474,20,None,False,False,893.0,484.0,236.0,57910_001164
536124,57910_001164_Sideline_268,57910,1164,Sideline,57910_001164_Sideline.mp4,268,H36,931,23,328,22,None,False,False,943.0,339.0,381.0,57910_001164
536125,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H58,400,22,271,20,None,False,False,411.0,281.0,439.0,57910_001164
536126,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V46,414,18,292,19,None,False,False,423.0,302.0,418.0,57910_001164
536127,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H95,451,22,371,20,None,False,False,462.0,381.0,339.0,57910_001164
536128,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V60,473,23,364,23,None,False,False,485.0,376.0,344.0,57910_001164
536129,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V19,596,19,215,23,None,False,False,606.0,227.0,493.0,57910_001164
536130,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V77,628,22,430,22,None,False,False,639.0,441.0,279.0,57910_001164
536131,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V66,637,18,327,9,None,False,False,646.0,331.0,389.0,57910_001164
536132,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V83,644,14,365,18,None,False,False,651.0,374.0,346.0,57910_001164
536133,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H98,678,12,350,9,None,False,False,684.0,354.0,366.0,57910_001164
536134,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H33,679,19,244,23,None,False,False,689.0,256.0,464.0,57910_001164
536135,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H32,705,17,354,20,None,False,False,713.0,364.0,356.0,57910_001164
536136,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V71,708,19,447,19,None,False,False,718.0,457.0,263.0,57910_001164
536137,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H97,710,15,400,19,None,False,False,718.0,410.0,310.0,57910_001164
536138,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V68,710,19,375,20,None,False,False,720.0,385.0,335.0,57910_001164
536139,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H59,732,22,301,24,None,False,False,743.0,313.0,407.0,57910_001164
536140,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H55,802,19,459,19,None,False,False,812.0,469.0,251.0,57910_001164
536141,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H20,807,19,387,22,None,False,False,817.0,398.0,322.0,57910_001164
536142,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,V11,886,21,474,21,None,False,False,896.0,484.0,236.0,57910_001164
536143,57910_001164_Sideline_269,57910,1164,Sideline,57910_001164_Sideline.mp4,269,H36,932,23,328,22,None,False,False,944.0,339.0,381.0,57910_001164
536144,57910_001164_Sideline_27,57910,1164,Sideline,57910_001164_Sideline.mp4,27,V33,152,14,281,14,None,False,False,159.0,288.0,432.0,57910_001164
